nom_du_projet,resume_du_projet,montant_engage,numero_dossier_ds,numero_ej,numero_operateur,operateur,demarche,nom_region,nom_departement,code_departement,siret_beneficiaire,raison_sociale_beneficiaire,forme_juridique_beneficiaire,code_commune,nom_commune
Acquisition de parcelles boisées - Forêt de la Boissière - Commune de Saint-Marc-sur-Seine et Origny (21),"Il s'agit d'une opportunité d'acquisition de parcelles boisées. Il s'agit d'une chênaie caducifoliée sur plateau calcaire sec d'une superficie totale de près de 45 hectares.
L'intervention du CENB se fait dans le cadre de la stratégie ""veilles forêts"" du programme SYLVAE : le CEN cherche à acquérir des parcelles de boisement ancien et mâture dans un objectif de non-intervention et de vieillissement.",128188.00,26375512,2104889523,,,SN Biodiversité,Bourgogne-Franche-Comté,Côte-d'Or,21,38165327800089,CONSERVATOIRE D'ESPACES NATURELS DE BOURGOGNE,Association déclarée,21557,Saint-Marc-sur-Seine
"Sensibilisation des acteurs locaux, des scolaires et du grand public aux enjeux de conservation du crapaud vert et de la Cistude d'Europe dans le cadre des PNAs","Dans le cadre de la mise en œuvre des PNA Crapaud vert et Cistude d'Europe, le CPIE A Rinascita et Biotope se chargeront des actions suivantes :
- Sensibilisation des scolaires (interventions dans 6 classes de CM1-CM2 avec 1 demi-journée en salle et 1 demi-journée en extérieur)
- Sensibilisation du grand public (1 sortie sur le Crapaud vert et 1 sortie sur la Cistude d'Europe)
- Recueil d'observations de particuliers et animation d'un réseau d'observateurs
- Sensibilisation et information auprès des particuliers et animaleries sur la problématique des EEE
- Sensibilisation des agents de terrain (OFB, Fédération de pêche, etc.) sur la problématique des EEE
- Sensibilisation des socio-professionnels
- Sensibilisation des gestionnaires d'espaces naturels
",20500.60,26416471,2104873144,,,SN Biodiversité,Corse,Haute-Corse,2B,44364786200020,CPIE CORTE CENTRE CORSE ASSOCIATION A RINASCITA DI U VECCHJU CORTI,Association déclarée,2B033,Bastia
Rénovation et renaturation des berges – Sentier des Roselières,"La commune de Saint-Jorioz engage un projet de réhabilitation et de renaturation du sentier des Roselières, situé en bordure du lac d’Annecy, sur un linéaire de près de 900 mètres entre le Nant du Villard et l’allée Le Beau. Trois interventions sont prévues en cohérence avec les recommandations de la DDT et de la Police de l’eau : la sécurisation des berges par la reprise d’enrochements libres sur environ 202 mètres afin de stopper l’érosion et de garantir la stabilité du cheminement, la création d’une surverse destinée à résorber un point noir d’eaux pluviales et prévenir les débordements dans les roselières et les propriétés riveraines, ainsi que la renaturation d’un ancien site occupé par un ponton, avec restitution du profil naturel du lac et reconnexion écologique des roselières. L’ensemble des cheminements sera repris en stabilisé fin afin d’assurer l’accessibilité aux personnes à mobilité réduite.",50000.00,26438814,2104894661,,,SN Biodiversité,Auvergne-Rhône-Alpes,Haute-Savoie,74,21740242900013,COMMUNE DE SAINT JORIOZ,Commune et commune nouvelle,74242,Saint-Jorioz
Création dune clôture et bornage du site de La Rouère,"L’objectif du projet est de créer plusieurs clôtures permettant de délimiter le zonage de protection et la création d’une signalétique en ce sens. Un parc d’environ 1 hectares sera aussi créé pour remettre en pâturage une zone de marais en cours de restauration.
Le projet consiste en la création de plusieurs clôtures en bordure de la queue de l’étang de La Rouère. Ce site fait l’objet d’une ambitieuse restauration de la roselière par arrachage de saules. 
Le projet comprend trois clôtures distinctes dont deux en barbelés et l’une en fil lisse.
Le parcellaire étant incohérent avec la réalité du terrain, un bornage des parcelles est prévu dans le cadre de ce projet car essentiel à la bonne réalisation des ouvrages.
 
",16132.29,26487988,2104836630,,,SN Biodiversité,Centre-Val de Loire,Indre,36,33495712300014,CHERINE,Association déclarée,36176,Ruffec
Préservation de forêts anciennes à forte valeur écologique de la Montagne d'Ardèche : acquisition de parcelles et restauration écologique d'habitats forestiers,"Les forêts anciennes à haute valeur écologique de la montagne d'Ardèche restent relictuelles dans le paysage et subissent des pressions liées à une sylviculture soutenue. Le Cen Rhône-Alpes a engagé, en synergie avec les acteurs du territoire, de l’animation foncière afin d'assurer la maitrise foncière de forêts anciennes matures atteignant à ce jour 86 ha de propriétés pleine et entière au Cen. La dynamique foncière continue avec des promesses de vente obtenues et des parcelles en cours d’acquisition alors que l’ensemble des subventions obtenues ont été utilisées. Par ailleurs, le Cen Rhône-Alpes souhaite restaurer des parcelles forestières dégradées acquises dans les lots de forêts anciennes, avec une action de reboisement pour conforter le réseau de forêt et micro-climat associés à une tourbière et une action de diversification des habitats par restauration de ripisylves et création de mares forestières.",50000.00,26497760,2104916888,,,SN Biodiversité,Auvergne-Rhône-Alpes,Ardèche,07,39853422200037,CONSERVATOIRE RH ALP ESPACES NATURELS,Association déclarée,07224,Saint-Cirgues-en-Montagne
Achat de la tourbière du Clos et du Marais,"Acquisition d'un complexe tourbeux inscrit en ZNIEFF 830005451, au titre des habitats tourbeux déterminants et des espèces déterminantes qu’il abrite. Il constitue la zone principale des sources de la rivière la Mare. L’ensemble représente 50 ha, en faisant une capacité de stockage majeure. Elles sont en lien avec la tourbière de Verdine-Cassard gérée par le CEN RA. Ce complexe est remarquable par la diversité et les surfaces en habitats tourbeux => 7 habitats d’IC / 18 ha, dont 3 prioritaires (tourbières tremblantes, Boulaies sapinières sur haut-marais, bas-marais) abritant des espèces végétales protégées.
Ce site est l’un des rares dans la région à abriter des surfaces conséquentes de forêts anciennes sur tourbe (présentes sur les cartes d’Etat major) et présentant de très gros arbres et du bois mort. 
Le site est dans un état de conservation remarquable dans son ensemble. Il s’inscrit dans un massif de sapinière ancienne (plus de 250 ans).
",20755.50,26497908,2104872014,,,SN Biodiversité,Auvergne-Rhône-Alpes,Loire,42,39853422200037,CONSERVATOIRE RH ALP ESPACES NATURELS,Association déclarée,42107,Gumières
Restauration du marais de Conzieu et du ruisseau du Setrin,"Le marais de Conzieu est une zone humide remarquable du département de l'Ain, qui abrite 19 espèces remarquables et protégées, et rend de nombreux services : expansion de crue, soutient d'étiage... Le bon état fonctionnel et écologique du marais dépend en grande partie de celui du cours d'eau, le Sétrin. Plusieurs études menées identifient des perturbations notables sur ce dernier (endiguement, rectification, incision...) et sur le marais (fossés drainants, peupleraies). Le CEN Rhône-Alpes, gestionnaire du marais, vise donc une restauration fonctionnelle ambitieuse du marais et du Sétrin. Le projet comporte 2 étapes :
-  mettre en œuvre des travaux de restauration du marais : comblement des fossés de drainage, réhabilitation du Sétrin à l'aide de procédés low-tech et technique gros bois, reconversion de peupleraies ;
- réaliser un avant-projet détaillant les opérations de restauration hydromorphologique du Sétrin (plans d'exécution, chiffrage, planning...)",48453.00,26498041,2104892504,,,SN Biodiversité,Auvergne-Rhône-Alpes,Ain,01,39853422200037,CONSERVATOIRE RH ALP ESPACES NATURELS,Association déclarée,01117,Conzieu
Restauration du lac Genin,"Le Département de l’Ain a labellisé le lac et les tourbières en « Espace Naturel sensible » en 2015, au vu de ses qualités paysagères et ses richesses naturelles mais aussi de l’importance de maîtriser la fréquentation. Les ambiances paysagères de ce site sont remarquables. Le lac et ses tourbières sont d’ailleurs site classé depuis 1935. Le Lac naturel d’origine glacière est entouré d’un écrin forestier typique de cet étage montagnard. Les tourbières associées dont la formation a duré plusieurs milliers d'années, sont parmi les plus riches en biodiversité du département de l’Ain.
Ce projet de restauration écologique des milieux tourbeux et des berges du lac Genin vise à:
- Aboutir à une réhabilitation complète du fonctionnement hydrologique de la tourbière des Renons.
- Restaurer les sections de berges du Lac Genin dégradées et réduire les pressions (érosion par piétinement).",49150.00,26498111,2104894937,,,SN Biodiversité,Auvergne-Rhône-Alpes,Ain,01,39853422200037,CONSERVATOIRE RH ALP ESPACES NATURELS,Association déclarée,01087,Charix
Restauration de prairies humides en faveur de Phengaris teleius,"Le présent dossier vise à réaliser une action de restauration de l'habitat de Phengaris teleius sur une aire protégée du Cen Centre-Val de Loire.

Toutes les opérations découlent d’un plan de gestion pluriannuel, réalisé en déclinaison du CT88, approuvé par le conseil scientifique du Cen Centre-Val de Loire et validé par son conseil d’administration.
",12039.60,26498945,2104836628,,,SN Biodiversité,Centre-Val de Loire,Indre-et-Loire,37,38509631800170,CONSERVATOIRE D ESPACES NATURELS CENTRE-VAL DE LOIRE,Association déclarée,37031,Bourgueil
"Vieilles forêts et forêts à haute valeur écologique, un patrimoine d’exception à préserver en Auvergne","Aujourd’hui rares et souvent méconnues, les vieilles forêts constituent pourtant un patrimoine extraordinaire, d’une haute valeur scientifique et écologique, mais également sociale et culturelle. 
Face à l'urgence de les préserver, le CEN Auvergne a initié en 2018 le programme ""Sylvae : réseau de vieilles forêts en Auvergne"". Le principe est simple : acheter des parcelles de vieilles forêts ou de forêts à haute valeur écologiques pour les laisser en libre évolution. 
Le présent projet a pour objet de poursuivre et amplifier le déploiement de cette initiative avec : la poursuite de l’animation générale du projet, l'acquisition de nouvelles parcelles, l'engagement de l’animation foncière sur de nouveaux secteurs prioritaires, un travail de terrain de recherche de nouveaux secteurs prioritaires ainsi que l'actualisation d'un plan de gestion multi-sites permettant d'avoir une vision globale du réseau.",207247.00,26506430,2104878612,,,SN Biodiversité,Auvergne-Rhône-Alpes,Cantal,15,34489699800046,CONSERVATOIRE D ESPACES NATURELS D AUVERGNE,Association déclarée,43158,Queyrières
Remplacement d’une clôture sur la RNN de Chérine,"Le projet consiste en la création d’une clôture de 1 500 mètres, en bordure de route principalement. Afin de ne pas limiter la circulation des animaux sauvages, il a été choisi d’utiliser du fil barbelés permettant de garder des équins. La parcelle concernée comprend plusieurs étangs et marais accueillant la rare Marouette de Baillon.
",16751.75,26515146,2104836631,,,SN Biodiversité,Centre-Val de Loire,Indre,36,33495712300014,CHERINE,Association déclarée,36204,Saint-Michel-en-Brenne
